"sex","height","weight","income","waga","woje","class","age","age6","education"
2,150,58,960,0.393523,14,6,69,6,60
1,175,58,780,0.42502774488,14,6,70,6,60
1,165,60,1150,0.71210135208,14,6,75,6,60
2,160,60,750,0.70082866128,14,6,72,6,60
1,175,85,600,1.460112,14,4,52,4,30
2,158,63,1450,0.640699,14,6,61,5,20
1,183,81,1300,0.479604,14,6,37,3,50
1,185,88,1500,0.3978266335,14,6,22,1,30
2,160,69,1169,0.33027867936,14,6,49,4,50
1,182,90,2200,0.348085,14,6,54,4,50
1,184,90,2000,1,14,6,40,3,50
2,164,80,1640,1,14,6,65,6,20
2,164,56,1200,0.39349291056,14,6,71,6,60
1,168,72,1100,0.353910126,14,6,70,6,60
2,164,74,800,0.799249,14,6,74,6,60
2,158,66,780,0.69362072952,14,6,69,6,60
1,186,70,1500,0.631264,14,6,33,2,30
2,164,75,1000,0.541019,14,6,56,4,50
1,164,76,1000,0.586262,14,6,61,5,50
2,158,62,500,0.574502,14,6,30,2,50
1,170,76,1300,0.660544,14,6,77,6,60
1,175,90,1230,0.659961,14,6,49,4,60
2,160,80,970,0.650088,14,6,69,6,60
2,162,74,4000,1.10323874328,14,6,52,4,11
2,170,55,3000,1.124205,14,6,28,2,11
1,182,98,2100,0.305379,14,6,49,4,50
2,170,70,1200,0.30081,14,6,84,6,60
1,185,95,2500,0.341785,14,6,29,2,30
2,165,75,1300,0.666684,14,6,91,6,60
1,170,80,800,0.72005654472,14,6,65,6,50
1,171,70,950,0.721568,14,6,84,6,50
1,174,98,1000,0.5528380267,14,5,68,6,40
2,160,95,1000,0.4455039183,14,5,65,6,30
1,170,76,2200,0.36621204216,14,6,58,4,60
1,175,70,1000,0.471606,14,6,22,1,51
2,164,67,700,0.2916337056,14,6,61,5,30
1,188,88,1500,0.324393,14,6,23,1,40
1,165,75,2035,1.032,14,4,83,6,60
2,155,75,1065,1.032,14,4,78,6,20
2,170,58,1800,0.997775,14,4,27,2,12
2,158,57,1300,0.960271,14,4,52,4,50
1,194,92,2800,2.100381,14,4,46,4,20
1,186,73,1200,3.123002,14,4,21,1,30
2,158,69,1680,0.72852302112,14,4,74,6,60
2,164,70,1200,0.685372,14,4,81,6,60
1,187,90,2300,1.6563772962,14,4,43,3,30
2,164,69,1300,1.5372292474,14,4,41,3,30
2,167,94,1480,0.844576,14,6,66,6,60
2,167,63,3250,1.689153,14,6,67,6,11
1,178,87,5000,0.763954,14,6,70,6,11
1,180,76,2200,3.831786,14,5,52,4,11
1,163,56,1500,2.502664,14,4,31,2,50
2,167,71,1200,1.9636931133,14,4,51,4,30
1,164,70,1000,0.627491,14,4,77,6,60
2,159,85,2500,0.940119,14,4,63,5,11
2,160,65,1300,0.750925,14,4,28,2,11
1,180,80,1300,0.935896,14,4,30,2,11
1,156,70,1100,0.93187364688,14,4,86,6,50
1,170,68,1000,0.671893,14,4,62,5,30
2,155,70,900,0.86589571968,14,4,86,6,60
1,182,80,900,0.667478,14,4,41,3,50
2,152,70,1800,0.369321,14,6,49,4,50
2,168,75,4000,1.395296,14,6,36,3,30
1,187,65,1500,1.098949,14,6,47,4,50
1,180,100,3500,0.607647,14,6,37,3,50
1,165,68,1250,0.596273,14,6,45,4,60
2,165,73,945,0.587353,14,6,65,6,60
1,170,100,2400,1.032,14,6,69,6,50
2,164,79,875,1.032,14,6,56,4,50
1,170,64,1300,0.964815,14,6,46,4,50
2,162,80,1500,0.969606,14,6,39,3,60
1,190,94,2200,1.412044,14,6,34,2,50
2,168,73,1400,1.2628,14,6,35,3,30
1,192,92,2000,0.412203,14,6,22,1,30
2,160,57,400,0.302917,14,6,53,4,50
2,170,60,400,0.420927,14,6,19,1,51
1,176,80,1500,0.31166731272,14,6,43,3,60
2,165,110,800,0.31534940616,14,6,63,5,60
2,168,53,600,0.29164539816,14,6,39,3,60
2,170,75,1600,0.61692497664,14,6,76,6,60
2,170,65,750,0.525944,14,6,49,4,50
1,186,102,3000,1,14,6,47,4,50
1,186,86,1800,1,14,6,27,2,50
2,167,62,1000,1,14,6,45,4,50
1,182,78,3000,1,14,6,50,4,50
2,162,67,1500,1,14,6,44,3,50
1,180,102,2000,0.348477,14,6,36,3,50
1,180,85,2000,0.338635,14,6,60,5,50
2,160,95,1000,0.352594,14,6,60,5,50
2,150,60,2100,0.35226069216,14,6,64,5,60
1,168,70,900,0.258748,14,6,54,4,50
2,165,60,2000,0.23097,14,6,51,4,50
2,160,85,3000,0.22211931048,14,6,51,4,30
1,168,70,2500,0.248703,14,6,25,2,30
1,163,65,1000,0.24905259096,14,6,80,6,60
2,158,52,1000,0.24511007232,14,6,77,6,60
1,172,75,4000,0.306798,14,6,47,4,50
2,165,61,4000,0.273861,14,6,45,4,50
1,168,65,850,0.32640206424,14,6,81,6,60
2,160,60,800,0.32123607864,14,6,72,6,60
2,160,64,2500,0.564737,14,6,43,3,50
1,177,80,2000,0.594387,14,6,50,4,50
1,171,70,2000,0.624841,14,6,46,4,50
2,160,54,2000,0.593672,14,6,43,3,40
2,162,58,5000,0.3184681308,14,6,38,3,60
2,156,62,750,0.33017344632,14,6,68,6,60
1,168,75,1500,0.48696642408,14,6,52,4,50
1,182,80,3000,0.486713,14,6,27,2,40
2,164,66,1500,0.43468792536,14,6,48,4,40
2,154,96,800,0.91032319584,14,6,69,6,60
1,170,75,1700,0.40028735088,14,6,73,6,60
2,158,65,800,0.39395104632,14,6,71,6,60
1,170,73,3000,0.594939,14,6,49,4,50
2,160,95,1000,0.60084983256,14,6,42,3,50
1,168,71,3000,0.33090157392,14,6,53,4,50
1,173,68,1800,0.378135,14,6,20,1,30
2,158,65,1600,0.29537745072,14,6,46,4,30
2,170,64,1320,1.1119,14,4,25,2,11
1,175,75,4500,1.28777497704,14,4,56,4,50
1,176,86,3000,1.738452,14,4,22,1,30
2,168,61,1600,1.1119,14,4,27,2,11
2,172,80,1380,1.070107,14,4,52,4,50
1,170,80,3200,1.17152860848,14,4,69,6,50
2,164,70,1050,0.93998722056,14,4,64,5,50
2,156,50,800,0.89524,14,4,69,6,50
1,176,70,1300,1.115941,14,4,31,2,50
2,175,87,1600,0.670353,14,6,68,6,11
2,163,73,1500,0.7909092492,14,5,79,6,40
2,159,68,2000,0.865158,14,4,56,4,40
2,164,69,1200,0.879507,14,4,76,6,60
2,164,89,1200,0.680857,14,6,73,6,60
1,176,62,2200,0.766481,14,6,28,2,50
2,164,73,1350,0.644005,14,6,52,4,60
1,182,74,3000,0.348819857,14,6,57,4,50
2,168,85,1800,0.3508954824,14,6,54,4,40
2,165,82,1679,0.411539,14,6,84,6,30
1,182,92,2500,1.104507,14,5,69,6,50
1,186,95,1500,1.036904,14,5,35,3,50
2,171,68,1500,0.961368,14,5,34,2,30
1,172,89,2000,1.032,14,5,70,6,30
2,173,92,2000,1,14,5,66,6,30
2,164,61,1300,1,14,6,55,4,40
2,158,47,1200,1,14,6,31,2,12
2,164,85,1600,0.6430571641,14,6,66,6,40
1,180,82,2420,0.544462,14,6,38,3,30
1,169,85,1600,0.536708,14,6,73,6,50
2,172,89,1260,0.509485,14,6,38,3,30
1,175,96,1800,0.90335761896,14,6,29,2,51
2,170,76,1200,0.77421435672,14,6,56,4,60
2,165,65,1070,1.674222,14,6,78,6,60
1,155,100,1400,1,14,6,59,4,50
1,170,76,420,1,14,6,27,2,51
2,164,64,400,1,14,6,55,4,50
1,182,75,1475,1,14,6,31,2,60
1,165,62,1160,1,14,6,67,6,50
2,180,52,772,1,14,6,32,2,60
2,168,92,420,1,14,6,58,4,50
2,170,67,1100,2.85729,14,6,39,3,60
1,185,79,2100,1,14,6,48,4,50
1,178,95,2000,1,14,6,25,2,30
1,180,92,1800,1,14,6,23,1,30
1,180,119,5000,1,14,6,42,3,30
2,154,85,2000,0.97,14,6,46,4,50
1,176,80,1900,0.31867,14,6,24,1,30
2,163,70,1300,0.3459031284,14,6,21,1,50
2,164,90,800,0.258423,14,6,69,6,60
2,164,60,500,0.23185815,14,6,58,4,30
2,164,64,2300,0.297149,14,6,24,1,11
1,176,89,1000,0.22596084792,14,6,58,4,50
2,150,62,1060,0.837111,14,6,93,6,70
1,172,72,1300,0.44234,14,6,58,4,50
1,180,120,1800,0.759575,14,6,46,4,50
2,146,64,1200,0.721685,14,6,44,3,50
2,158,68,850,0.3135408115,14,6,61,5,60
1,167,75,1250,1.339706,14,6,64,5,50
2,164,75,1250,1.212038,14,6,53,4,50
2,168,78,880,0.853793,14,6,68,6,60
2,160,90,900,0.48205129704,14,6,81,6,60
2,167,80,600,0.410961,14,6,51,4,40
1,184,110,600,0.460387,14,6,53,4,50
1,192,80,600,0.51991180632,14,6,25,2,50
1,178,94,2000,0.310381,14,6,22,1,30
1,175,98,1000,0.252116,14,6,63,5,30
2,174,70,1000,0.31695,14,6,20,1,40
2,160,57,1160,0.97,14,3,66,6,50
1,165,78,3600,0.97,14,3,40,3,50
1,160,80,1600,0.97,14,3,81,6,50
2,170,57,1500,1,14,3,22,1,40
1,174,93,2000,0.97,14,5,41,3,30
2,168,55,1300,0.97,14,5,39,3,20
2,154,87,1700,0.636846,14,5,66,6,50
1,174,70,2100,1,14,5,23,1,30
2,155,75,1600,1,14,5,55,4,30
1,177,73,2000,0.47383886808,14,6,35,3,30
2,169,69,1600,0.417136,14,6,40,3,50
2,163,70,1300,0.42492251184,14,6,57,4,50
2,165,71,1200,0.432469,14,6,88,6,60
2,168,68,2500,1.797132,14,6,38,3,50
2,170,69,3500,0.4295556633,14,6,40,3,11
1,175,76,1500,0.4521090363,14,6,51,4,11
2,168,74,1570,0.5580433704,14,6,63,5,50
2,165,75,3300,0.4456130627,14,6,34,2,11
2,169,74,2500,0.50342104488,14,6,27,2,11
2,167,73,1200,0.50322,14,6,64,5,60
1,176,80,1400,0.47696397048,14,6,83,6,60
2,164,70,1300,0.4694137656,14,6,76,6,60
1,173,78,960,0.448713,14,6,74,6,70
1,180,100,1500,0.4034466292,14,6,42,3,60
1,178,84,2000,0.892266,14,6,49,4,50
1,183,86,1500,1.083826,14,6,23,1,40
2,165,88,930,0.474616,14,6,64,5,30
1,175,104,840,0.49150632624,14,6,65,6,50
1,174,75,1200,1,14,6,25,2,30
1,175,74,1000,1.032,14,6,26,2,40
1,170,110,750,1.032,14,6,62,5,60
1,180,115,2400,0.70928982288,14,6,65,6,40
2,165,90,2000,0.64525604952,14,6,55,4,40
1,180,96,899,0.4506675775,14,6,53,4,30
2,166,50,3100,0.427553,14,6,54,4,11
1,180,92,1000,0.72043602144,14,6,54,4,30
2,174,75,1000,0.64309186296,14,6,49,4,50
1,170,79,1700,0.808533,14,6,41,3,60
1,178,72,1400,0.60787174632,14,6,26,2,51
1,180,78,1200,0.50771859216,14,6,59,4,50
2,165,63,1200,0.51073952448,14,6,52,4,50
2,160,45,2000,1.13453228568,14,6,22,1,30
1,172,76,1500,0.81162948576,14,6,58,4,60
1,174,80,500,0.583898,14,6,62,5,50
1,176,80,200,0.62904590952,14,6,52,4,50
1,185,100,3000,0.090978,14,6,35,3,11
2,164,70,2900,0.073605,14,6,62,5,11
2,158,70,960,0.0843855574,14,6,85,6,70
2,160,95,930,0.674001,14,6,71,6,60
1,165,45,460,0.7384755156,14,6,43,3,60
1,192,90,1600,1.045436,14,6,43,3,50
1,182,94,2000,0.886362,14,6,49,4,30
1,195,120,1500,0.941676,14,6,26,2,12
2,178,90,1000,0.791205,14,6,47,4,30
1,172,82,5000,0.9906482057,14,6,41,3,11
1,186,75,3000,0.2964220769,14,6,21,1,40
1,176,80,2000,0.2756893056,14,6,53,4,50
2,176,70,1500,0.88158926112,14,4,32,2,11
2,166,70,1100,0.81414976392,14,6,86,6,70
2,160,65,1400,1.69913943408,14,6,87,6,60
2,176,103,2000,0.544909,14,6,42,3,60
2,166,50,1500,0.71139,14,6,21,1,50
1,180,98,1000,0.60962669328,14,6,49,4,50
2,164,90,1500,0.803206,14,6,43,3,50
2,165,70,1080,0.625267,14,6,84,6,50
1,177,80,1200,0.634763,14,6,54,4,50
1,170,85,916,0.40252,14,6,67,6,50
2,158,56,724,0.366181,14,6,57,4,50
2,162,85,1242,0.68103740904,14,6,62,5,60
2,157,80,901,0.6698189292,14,6,65,6,60
1,167,65,901,0.64028,14,6,72,6,60
1,178,76,1500,1.082365,14,6,31,2,30
2,156,84,1000,1.295874,14,6,57,4,60
1,185,79,1000,0.415590786,14,6,35,3,50
2,165,80,1000,0.42050059824,14,6,62,5,60
2,170,57,600,0.5077068996,14,6,24,1,30
1,165,68,1000,0.493408,14,6,82,6,60
2,156,60,1000,0.485598,14,6,79,6,60
1,170,75,600,0.437446,14,6,56,4,70
1,180,79,1500,0.9965457669,14,6,37,3,50
2,168,64,1000,0.9911,14,6,37,3,50
2,154,73,500,1.071654,14,6,60,5,50
1,202,105,8600,1.8742022325,14,4,39,3,11
2,165,62,2500,1.739385376,14,4,37,3,12
1,177,75,3200,1.901874,14,4,54,4,30
1,177,75,2800,2.087338,14,4,28,2,11
1,177,80,2600,2.087338,14,4,29,2,30
2,165,67,1800,1.740686,14,4,53,4,30
2,162,63,2700,1.499894,14,4,41,3,40
1,174,75,1100,2.342769,14,4,22,1,40
1,172,70,3200,0.606844,14,6,61,5,50
2,160,58,900,0.408912,14,5,71,6,60
1,185,90,3000,1.022244,14,5,41,3,50
2,168,77,1500,0.912153,14,5,45,4,30
2,170,62,1600,1.164115,14,5,45,4,50
2,160,63,1800,0.83877216936,14,5,64,5,30
2,160,64,4000,0.656666,14,5,47,4,11
1,170,85,1100,0.783902,14,5,65,6,30
1,180,95,2500,1.325221,14,5,48,4,50
1,180,89,2500,1.1419430439,14,6,29,2,30
1,170,85,2100,1.0913564963,14,6,35,3,30
1,172,90,1850,1.159907,14,6,37,3,50
1,170,90,1670,1.19811430104,14,6,60,5,50
2,167,65,1220,1.085393,14,6,36,3,30
2,168,78,950,1.040166,14,6,57,4,50
1,172,86,985,0.561246,14,6,66,6,50
2,156,67,980,0.5197174058,14,6,65,6,50
1,170,90,2300,1.27364186088,14,6,57,4,50
2,160,79,3000,0.470626,14,6,44,3,11
1,198,100,2000,0.495335,14,6,49,4,50
1,178,92,1800,1.87688,14,6,32,2,20
1,176,84,1800,1,14,6,35,3,11
2,165,53,1800,1.970963,14,6,32,2,11
2,162,52,1600,1.87688,14,6,33,2,50
1,178,96,1500,1,14,6,61,5,50
1,175,77,2000,0.527352,14,6,31,2,50
1,176,86,2000,0.631378,14,6,56,4,50
2,165,75,1500,0.321879,14,6,50,4,50
2,165,70,1500,0.447276,14,6,24,1,30
1,185,80,1500,0.438005,14,6,22,1,30
1,174,73,1500,0.438005,14,6,20,1,50
1,170,90,1000,0.360591,14,6,53,4,50
1,178,73,2500,0.486141,14,6,56,4,50
1,172,76,1200,1.27364186088,14,6,58,4,50
1,170,75,1020,0.76085,14,6,78,6,60
1,175,75,1000,0.771842,14,6,40,3,50
1,165,75,1180,1,14,6,74,6,60
2,158,65,725,1,14,6,71,6,60
1,175,80,1500,0.659029,14,6,43,3,50
2,168,60,1300,0.616692,14,6,40,3,30
2,155,65,1116,0.68775425328,14,6,67,6,60
2,165,60,619,0.6293839308,14,5,33,2,40
1,182,98,1674,0.72309342144,14,5,68,6,50
2,158,62,1378,0.5827040424,14,5,68,6,20
2,160,62,600,1.366883,14,5,57,4,50
1,186,79,2000,1.732115,14,5,33,2,30
1,182,80,1000,2.346604,14,5,24,1,50
1,175,98,3000,1.080196,14,5,56,4,30
2,170,64,1200,0.902887,14,5,55,4,50
1,176,75,2000,1.742187,14,5,32,2,40
1,175,70,2000,1.72690713816,14,5,63,5,30
1,183,85,1800,1.742187,14,5,33,2,30
2,164,51,1600,1.46139035976,14,5,58,4,50
1,183,92,1600,0.354194,14,5,41,3,50
2,165,62,1000,0.34941195936,14,5,36,3,30
1,176,110,3500,0.99659090352,14,5,51,4,50
1,175,91,2600,0.581875,14,5,66,6,40
2,164,90,1000,0.468903,14,5,69,6,20
1,179,89,1560,0.669923,14,6,77,6,60
1,173,71,3200,0.957068,14,6,36,3,30
1,173,88,2800,0.98859425544,14,6,61,5,50
2,164,69,2500,0.279423,14,6,61,5,60
1,178,88,1300,0.288961,14,6,27,2,50
1,171,77,3000,1.230766,14,6,55,4,50
1,175,69,2000,1.473548,14,6,31,2,50
2,165,70,2000,1.262891,14,6,55,4,50
1,179,89,5200,1.3430011422,14,6,36,3,11
2,169,69,2900,1.335663,14,6,36,3,11
1,182,80,2000,1.364554,14,5,29,2,51
2,161,68,1250,1.089945,14,5,62,5,60
2,165,65,1300,3.57908,14,4,79,6,70
1,176,104,1500,0.843191,14,4,68,6,60
2,175,84,2800,1.087177,14,4,28,2,12
2,169,62,1947,1.046314,14,4,54,4,30
2,164,90,4000,1.307584,14,4,34,2,11
2,168,70,3000,1.190853,14,4,55,4,50
1,185,104,2500,1.50905,14,4,30,2,30
1,170,80,2500,1.51441186752,14,4,58,4,50
1,188,88,2000,1,14,6,25,2,40
2,165,66,2000,1.1638721076,14,4,55,4,30
2,155,62,1500,1.36079926608,14,4,80,6,60
1,173,85,2800,0.459496,14,5,44,3,30
2,165,60,1800,0.41001,14,5,45,4,50
2,152,62,1000,0.394426,14,5,75,6,60
1,170,68,3000,0.5399358468,14,6,53,4,50
1,180,85,1500,0.54041311584,14,6,78,6,60
1,184,92,1500,0.515749,14,6,40,3,50
2,160,64,1000,0.53185841376,14,6,76,6,40
1,176,80,2500,2.839947,14,6,35,3,12
2,172,56,2000,2.704383,14,6,29,2,50
1,176,60,1600,3.397523,14,6,21,1,30
2,170,90,1000,2.704383,14,6,31,2,60
2,160,92,1000,2.546769,14,6,57,4,50
1,170,70,1000,2.481984,14,6,57,4,60
1,176,80,3000,1.198203,14,6,58,4,50
2,170,58,3000,3.718242,14,6,35,3,11
1,190,100,3000,3.973505,14,6,41,3,50
1,178,92,2000,0.52064,14,6,43,3,60
2,172,72,1800,0.457723,14,6,47,4,50
1,175,62,1200,0.513225,14,6,77,6,60
2,160,70,2000,1.235701,14,6,50,4,50
1,176,92,2500,0.461477,14,6,43,3,30
2,160,58,2000,0.431831,14,6,43,3,30
1,170,98,3000,0.8790612293,14,6,40,3,40
1,170,80,2000,0.7722351252,14,6,58,4,60
1,164,60,600,0.774653,14,6,66,6,60
2,170,60,905,0.670232,14,6,62,5,60
2,158,80,2000,0.191597,14,6,57,4,30
2,165,73,850,1,14,6,58,4,50
1,171,75,1700,1.17474,14,6,40,3,11
2,168,76,1500,0.248058,14,6,51,4,40
1,178,76,1400,0.29538701736,14,6,48,4,30
2,165,67,800,1,14,6,64,5,60
1,180,90,2500,0.485295,14,6,63,5,11
2,158,118,1800,0.505299,14,6,62,5,11
2,155,80,900,1.56033705432,14,6,60,5,50
1,180,86,900,1.518022,14,6,29,2,30
1,170,72,800,1.450776,14,6,37,3,40
2,150,74,1100,0.5803772288,14,6,65,6,50
1,182,85,6000,0.478901,14,6,33,2,30
2,164,70,5000,0.435839,14,6,28,2,30
2,158,73,800,0.444027,14,6,68,6,60
2,167,73,900,0.491426,14,6,54,4,30
1,175,90,1740,0.5192772192,14,6,56,4,50
2,163,75,1700,1.157879,14,4,66,6,30
1,160,72,1536,0.702857,14,5,77,6,60
1,168,74,2000,0.2476759297,14,5,48,4,50
2,160,70,880,0.231766,14,5,70,6,60
1,172,78,2100,0.9871838119,14,5,26,2,30
2,164,71,1400,0.82796,14,5,58,4,60
1,170,76,1250,0.920567151,14,5,62,5,60
2,161,59,1180,0.830395,14,6,81,6,50
1,174,75,3000,0.390884,14,6,44,3,50
1,176,86,1300,0.313822,14,6,66,6,60
2,164,69,1260,0.322117,14,6,63,5,20
1,176,103,1600,0.7061349576,14,4,79,6,30
2,165,63,1400,0.56903756568,14,4,79,6,30
2,170,80,1200,0.507542,14,4,73,6,40
1,180,78,1500,0.629823,14,4,72,6,60
1,177,72,3500,0.679231,14,4,36,3,50
1,182,93,1800,0.500728,14,4,37,3,40
1,180,80,2600,2.01567404064,14,3,39,3,50
2,170,58,1500,1.759878,14,3,37,3,30
2,158,62,1200,1.05531,14,3,56,4,30
2,165,71,800,3.134282,14,3,73,6,60
2,162,60,2500,1.0701617829,14,3,59,4,11
1,189,95,1900,2.291919,14,3,26,2,30
2,168,76,1458,1.808647,14,3,56,4,20
1,191,123,7000,0.792739,14,3,43,3,11
2,175,72,1600,1.238223,14,3,40,3,30
2,170,54,2000,0.487984,14,3,37,3,11
2,158,48,1900,0.451346,14,3,67,6,50
2,175,68,1000,0.742717,14,2,22,1,40
2,175,62,700,0.611994,14,2,40,3,40
2,162,95,1100,1,14,2,71,6,60
1,182,90,529,1.19727349968,14,2,52,4,50
2,172,80,1260,0.9699709873,14,2,53,4,30
1,177,90,1500,1,14,2,67,6,30
2,164,78,1400,1,14,2,62,5,30
1,183,85,6000,0.4188359896,14,2,31,2,12
2,184,65,1000,0.445144,14,2,29,2,11
1,170,80,2500,2.25871878168,14,2,55,4,50
2,165,73,1300,1.99510789056,14,2,52,4,50
2,162,65,2000,0.8892888123,14,2,40,3,40
1,176,90,1800,0.9582153827,14,2,41,3,50
2,150,95,1390,1.638924876,14,2,74,6,60
1,160,70,1600,1.032,14,2,79,6,60
2,153,75,1060,1.032,14,2,67,6,50
1,176,85,2500,1.909685,14,2,59,4,50
2,158,53,740,1.596221,14,2,57,4,50
2,155,70,1160,1.4366460965,14,2,70,6,20
2,158,64,1280,1.638924876,14,2,87,6,60
2,168,79,1170,0.97,14,2,73,6,40
2,157,64,1850,0.886496,14,2,78,6,50
1,174,92,1287,1.032746,14,2,43,3,50
2,168,60,1460,1.06230946848,14,2,86,6,60
1,176,85,600,1.176141,14,2,58,4,50
2,164,70,1330,1.032,14,2,67,6,60
1,166,85,965,1,14,2,74,6,60
2,163,57,1200,1,14,2,40,3,20
2,164,80,690,1.032,14,2,68,6,60
1,176,90,2000,1.478859575,14,2,47,4,30
1,176,98,2400,2.009314,14,2,39,3,11
2,160,65,2000,1.864778,14,2,37,3,11
2,162,52,1300,1.245069,14,2,25,2,30
1,170,100,1380,0.8544816552,14,2,75,6,50
2,160,60,728,0.68858229912,14,2,73,6,60
1,176,76,440,1,14,2,56,4,50
2,152,60,830,1,14,2,56,4,40
1,170,105,847,1.3956614334,14,2,64,5,50
1,174,98,1900,0.8156370421,14,4,79,6,50
2,166,69,1300,0.726166,14,4,49,4,30
2,165,62,1200,0.6572798085,14,4,87,6,30
2,156,54,1800,1.083311,14,4,34,2,30
1,175,80,1600,1.168428,14,4,36,3,50
1,175,78,1500,1.244606,14,4,65,6,50
2,156,73,900,0.986601,14,4,58,4,50
2,160,77,1900,0.24850835544,14,4,66,6,30
1,176,80,1760,0.290115,14,4,67,6,30
2,165,68,2000,1.672874,14,4,51,4,11
1,175,86,3360,0.7434925937,14,4,54,4,30
2,172,74,1200,0.684383,14,4,56,4,30
2,169,62,640,0.751468,14,4,29,2,51
2,170,63,1100,0.700152,14,4,90,6,60
2,156,57,1400,0.779763,14,4,29,2,20
2,162,64,2600,1.31124938568,14,4,88,6,50
2,164,78,2400,1.90889333088,14,4,56,4,30
2,169,79,1700,2.09600936856,14,4,32,2,30
2,168,86,1400,1.14006392952,14,4,64,5,50
2,168,52,1400,1.31124938568,14,4,73,6,40
2,167,68,2000,2.499365,14,1,56,4,30
2,165,52,2400,2.9254970886,14,1,62,5,30
2,164,76,2500,1.333952,14,1,80,6,11
1,173,85,10000,2.38002,14,1,52,4,30
2,160,55,8000,2.0495699972,14,1,52,4,11
1,176,86,3000,1.818085,14,1,39,3,40
2,160,90,2000,1.65887876112,14,1,66,6,40
2,165,90,1500,1.79353665984,14,1,37,3,30
2,150,54,4000,3.3229238396,14,1,32,2,11
1,180,120,8500,3.8349023429,14,1,32,2,11
1,172,79,1500,1.1305844991,14,1,79,6,40
2,152,64,2000,0.9110800563,14,1,76,6,30
1,182,77,7000,2.809957,14,1,47,4,11
1,176,88,8900,2.139148,14,1,36,3,20
2,164,67,5000,1.985272,14,1,41,3,11
1,180,98,2500,1.56951,14,1,41,3,20
2,172,68,1500,1.456611,14,1,37,3,30
1,171,83,4200,2.342879,14,1,43,3,30
1,182,103,1000,2.875727,14,1,53,4,11
2,172,78,5300,2.542859,14,1,44,3,11
2,152,60,2300,0.97,14,1,83,6,30
2,170,59,7000,0.97,14,1,38,3,11
1,180,69,4000,2.278969,14,1,63,5,11
2,158,47,920,1.952068,14,1,64,5,11
1,170,89,7500,1.68848,14,1,45,4,30
2,161,64,3700,1.607315,14,1,43,3,30
2,160,55,2500,2.136279,14,1,24,1,12
2,160,80,2600,1.032,14,1,77,6,30
1,192,64,1500,1,14,1,20,1,50
1,175,90,2500,1.032,14,1,63,5,40
2,158,66,2700,1.032,14,1,60,5,30
2,175,70,3000,1.032,14,1,55,4,11
2,170,70,6000,0.929233,14,1,40,3,11
1,182,95,6000,0.929233,14,1,38,3,11
2,164,68,1750,1.243032,14,1,65,6,20
1,170,85,1650,1.444911,14,1,63,5,30
2,165,66,2300,1,14,1,31,2,11
1,175,72,5000,1.232802,14,1,88,6,11
2,166,60,1000,0.993452,14,1,88,6,40
2,179,74,3200,1.37965,14,1,26,2,11
2,162,75,1600,0.97,14,1,79,6,30
2,153,80,1460,2.406282,14,1,69,6,11
1,172,72,7000,1.1590702466,14,1,67,6,11
2,163,51,1500,1.8557605925,14,1,33,2,11
1,168,100,1100,2.467003,14,1,76,6,50
2,165,60,3070,1.575114,14,1,27,2,11
1,174,75,2600,1.6147782254,14,1,56,4,12
2,164,80,2000,1.4345,14,1,55,4,30
2,175,92,4000,1,14,1,42,3,12
1,170,67,2000,2.91306,14,1,74,6,40
2,155,65,1060,2.347485,14,1,71,6,60
2,160,66,3500,3.358494,14,1,52,4,11
2,148,73,1400,2.374538,14,1,91,6,30
2,164,60,3000,2.8051832647,14,1,42,3,30
1,180,80,2300,3.32911950168,14,1,45,4,50
2,165,70,3000,1.032,14,1,51,4,11
1,185,92,1600,1,14,1,25,2,12
1,163,60,3500,1.032,14,1,69,6,11
2,154,54,2300,1,14,1,67,6,30
2,170,100,3000,0.8099841149,14,1,67,6,11
1,180,83,2000,1.0051324203,14,1,76,6,11
1,175,95,2600,1,14,1,60,5,50
2,158,79,2182,1,14,1,56,4,30
1,172,70,899,1,14,1,51,4,30
1,176,80,5000,1.6560159906,14,1,37,3,12
2,158,90,2000,1.5368933461,14,1,35,3,12
1,190,98,2500,2.94889,14,1,37,3,30
2,162,70,1400,2.520331,14,1,63,5,20
2,165,68,6000,3.7461359551,14,1,61,5,11
2,164,67,2500,0.97,14,1,41,3,11
2,140,60,1200,0.97,14,1,91,6,20
2,154,45,1300,1.338183,14,1,78,6,11
2,174,60,8000,1.269618,14,1,37,3,10
1,180,99,5500,3.072537,14,1,36,3,40
2,164,60,2000,2.85152,14,1,37,3,11
2,168,90,800,3.247714,14,1,59,4,11
2,176,68,5000,1.9654055513,14,1,36,3,11
1,175,85,3500,2.773859,14,1,66,6,50
1,178,65,6800,2.033691,14,1,36,3,11
2,166,63,2000,1.84757010552,14,1,62,5,40
1,182,96,1400,2.30267217768,14,1,69,6,30
1,184,100,2500,2.241618978,14,1,76,6,11
1,186,76,3000,2.98310795136,14,1,64,5,50
2,166,96,2000,2.55520383672,14,1,61,5,30
2,161,61,1600,2.607719,14,1,27,2,12
2,165,78,1500,1.132353,14,1,84,6,40
2,160,62,5000,1.4938546983,14,1,62,5,11
1,182,85,4000,1.978773,14,1,72,6,30
1,183,101,20000,0.92292,14,1,43,3,40
2,164,53,3500,0.856531,14,1,40,3,11
2,168,61,10000,1.282409064,14,1,57,4,11
2,164,90,1400,1.11531396888,14,1,70,6,40
1,170,85,1600,1.38402387912,14,1,76,6,50
2,160,60,1200,1.134426,14,1,41,3,50
